"","AKT","AMP_ATP","AMPK","APC","BAD","Bak","BAX","BCL2","Bcl_XL","beta_catenin","Caspase8","Caspase9","Cdc20","Cdh1","CHK1_2","COX412","CyclinA","E_cadherin","eEF2","ERK1_2","FOXO","GLUT1","GSH","GSK_3","HIF1","JNK","LDHA","MAX","Mdm2","Miz_1","mTOR","MXI1","MYC","NF1","NF_kB","p14ARF","p15","p21","p53","p70S6kab","p90RSK","PDK1","PHDs","PI3K","PKC","PTEN","Rheb","ROS","Slug","Snail","TAK1","TERT","TGFbeta","TNFalpha","TSC1_2","UbcH10","VHL","WNT","Rb","p27","CyclinB","CyclinD","CyclinE","Dsh","E2F","GLI","Raf","RAGS","Ras","RTK","Smad2_3_Smad4","TCF","VEGF"
"MB-0600",0.451904915405492,0.634910003822895,0.442778148783985,0.31660292245834,0.208493296927136,0.349842680461502,0.282493572626781,0.440309739689663,0.844539069943347,0.769459247616704,0.618717130137874,0.75304165686783,0.475723354762306,0.145431832342614,0.285550060815684,0.50340770485516,0.377139106454216,0.697900092456887,0.269402220253595,0.280852478520523,0.457718426858486,0.873977837860508,0.39284217206096,0.665790600232515,0.463486010284641,0.507873231360046,0.809564005554461,0.776530122603922,0.745110759952853,0.407800766613604,0.673152745005748,0.912528561452899,0.620404541559516,0.883770866324574,0.090280588600519,0.53846927929171,0.807641471022335,0.859493268129758,0.739864726812082,0.23708741678688,0.202121988561273,0.4824002696254,0.744584351225917,0.726157798720548,0.371461477825615,0.198447617642501,0.773659471873079,0.497043997560092,0.585986771671049,0.579529271470459,0.351588660859847,0.222090459217631,0.142018815213021,0.23944299987445,0.582997939181051,0.575870211173234,0.940960096455547,0.183488104980133,0.703762975260035,0.123521070108422,0.645565220656068,0.613395761143249,0.541345100855299,0.598676622601445,0.39640330689515,0.236981348163521,0.304785420617431,0.332944689725074,0.517818572554684,0.399409561677043,0.375684347867653,0.443254705610721,0.331686652381505
"MB-0601",0.533687548072017,0.331175611600967,0.551077909428117,0.284009549350357,0.803577878696766,0.45224492655006,0.572063866964868,0.177308997852532,0.238945369511945,0.37492663703623,0.449911382556849,0.616095749462714,0.911371708307671,0.747853112549228,0.70387230309637,0.293197502480813,0.909958209932389,0.557456223344255,0.295620045811951,0.597239479006851,0.645528886329318,0.955128421563948,0.171483455216721,0.363466547193139,0.814390397837667,0.371410370137463,0.935847181711943,0.267741638642007,0.629823882726067,0.505175024823109,0.0991360379881007,0.935022436621589,0.692739207762318,0.325684751701178,0.613974697470899,0.375735219008732,0.292422621715525,0.896471461991328,0.40777167871492,0.667162942288884,0.318895981863861,0.498421319924505,0.412808361469351,0.557053032399191,0.322742431207357,0.640429858379034,0.534360394921174,0.858455649802078,0.83971244261383,0.662568437012583,0.475660866340866,0.181942297058897,0.687015674814619,0.668443475937279,0.25639778290239,0.841931745140575,0.339951874067849,0.368639395287801,0.706118170069934,0.403889198675269,0.547725834979718,0.453328520407833,0.676890031393619,0.607234053538327,0.63235864729651,0.389075590493334,0.515090114974288,0.646426136355335,0.706006840418656,0.404465906939351,0.340785297789296,0.347429995030186,0.733587960595314
"MB-0603",0.561903748250435,0.930036772997515,0.463597019411998,0.414656672268398,0.601002052517794,0.586646973063002,0.536518625174414,0.68297852661782,0.636462419259226,0.557486720573539,0.37332328614331,0.643152966357582,0.259572007584205,0.209535421736784,0.171141372225508,0.438896743559292,0.311675512598421,0.668773217923659,0.306294675636143,0.183112162084538,0.3180796100173,0.8540330713108,0.497370190806045,0.383411075705282,0.797785951488713,0.378770349122912,0.576375294594475,0.769271378755627,0.397661687965224,0.765777282345839,0.369612219167145,0.390400888839305,0.240126417172666,0.198509806574977,0.327615509763672,0.893127670784386,0.700311479983694,0.641696822885449,0.554708926137327,0.413901527401923,0.254180776302041,0.693320692074047,0.435494995009195,0.270923939373073,0.294634015373964,0.276479959927459,0.501262991488292,0.383890058575765,0.73819240251335,0.440414261240721,0.577918729895304,0.570910762852842,0.696851631500679,0.728043776140682,0.611762868156842,0.268992422362408,0.779990871099042,0.747215212927344,0.731357936665273,0.56835294486185,0.385151995233496,0.45756852542823,0.300626716879761,0.700614089232629,0.289763403093381,0.698829473832258,0.428115094577704,0.474898665522275,0.43698128978426,0.462298999263445,0.539551787443847,0.646289185211248,0.416686757064417
"MB-0605",0.270446535456859,0.707560276104899,0.310649351737282,0.389378350872385,0.4554439208969,0.247706546448266,0.421175217556499,0.680190334278659,0.62661533309076,0.731275577878951,0.819350382912209,0.251132782862728,0.221364484431085,0.357554043167338,0.183365475640541,0.617702549186722,0.179618104776946,0.261551077942189,0.419259133121375,0.797030380079521,0.620824158434998,0.618310792553271,0.237469277437679,0.299563751947596,0.346114530296623,0.490641608642594,0.561310410308593,0.622850711265383,0.345170313451746,0.130974234672631,0.111071439467581,0.335662066317548,0.697849098794965,0.494431495587603,0.729750401388353,0.862978534063978,0.80183583477864,0.905905767508866,0.663050567778998,0.225701821359889,0.455209151871375,0.189078508702564,0.812812783769353,0.623026742150953,0.716538428618057,0.557721597666106,0.431803011235926,0.883752639333997,0.522653600287207,0.527893373279033,0.267164557073992,0.240265831432629,0.1183082399207,0.48284765473823,0.34946084071133,0.130368485858311,0.760404186630773,0.836611885464013,0.721290717324895,0.750318480866107,0.332916559265118,0.598468639217619,0.233467346653571,0.475348700672525,0.367575463986313,0.484068097992905,0.525075280703982,0.132697087748301,0.379201563343949,0.46874015934602,0.416551959743381,0.73664257784422,0.467489961961457
"MB-0606",0.500132429862986,0.259006194184043,0.508414346350909,0.45266261527166,0.719725772039259,0.404016926303979,0.389331605456457,0.746973199180545,0.54243875299833,0.435590731716356,0.85015306053588,0.431921828976042,0.256007581397777,0.498075016760224,0.529594571008083,0.495524885008191,0.581120510171951,0.839455593769383,0.0972790111838984,0.593399823220699,0.218210587472914,0.134089337840208,0.559627602604273,0.514962457443837,0.381603516841087,0.362081352841923,0.653732759506244,0.730364616635024,0.507057842029053,0.141022448072528,0.15385233561194,0.330010112585352,0.562652273513317,0.463361978072093,0.872961184728592,0.590262488576951,0.32171721859355,0.569226491589992,0.721283648907527,0.439050274696774,0.230003193413046,0.309177138317396,0.761712896352971,0.430376953711776,0.349486075339388,0.285689874316207,0.70099456433852,0.61753739955701,0.435559984214935,0.230170034869921,0.207474469865493,0.374134647027607,0.370927836668511,0.250545575851097,0.280802407797193,0.366831122285487,0.503654535917427,0.371013278244539,0.612432452466674,0.832252936278771,0.406842804862607,0.564512966474942,0.426250906350176,0.23183181369342,0.46878584004422,0.530877124296748,0.384613231491536,0.331022335138349,0.411933483540664,0.378266890186555,0.55396298880542,0.294202433558306,0.355714824622345
"MB-0607",0.521323693684212,0.69582363997338,0.527780307506068,0.141442744279265,0.347584567075907,0.56073759086981,0.291563065534789,0.467243535706402,0.569384076238337,0.772189597025345,0.926707972897697,0.671197159520722,0.612322961967877,0.298232686488756,0.555253335643705,0.591932613543507,0.705959643936232,0.880865371699306,0.224717769124358,0.597239479006851,0.712259631055235,0.411093426305396,0.71478551357797,0.477477712372054,0.499375940920163,0.424000054917471,0.488544403062894,0.64902808143499,0.488722855469168,0.798272390556512,0.690360907514938,0.594603120519548,0.770819966947938,0.122396142252448,0.649719683482527,0.42401004718888,0.260581427353232,0.206669070753405,0.667883049044295,0.445875767069542,0.533587810744885,0.248740778397886,0.68496585971674,0.364436389678454,0.59688534947118,0.279085125724933,0.740127403539566,0.711654957574929,0.834916969868011,0.747887661480521,0.49938346231858,0.199464873471378,0.611224609436221,0.638137391322507,0.19422775485144,0.56751905390092,0.7095346951784,0.679789749884723,0.542503495802718,0.227369752759086,0.575054979757718,0.461976510852645,0.573148374495399,0.350532157839656,0.55741551808327,0.512212001177011,0.51816639247271,0.515966608601509,0.428174548755716,0.574683697833639,0.546783012693938,0.573544499307345,0.505970120652825
"MB-0608",0.224440858367819,0.195861191231632,0.343239185120836,0.307164215811549,0.522646650128267,0.83524950298403,0.863126417480474,0.106085884618083,0.317852061415237,0.769035024647692,0.625751551713373,0.576146332872642,0.869054404609708,0.768571306255604,0.835404730631017,0.357773505936229,0.677064893011708,0.288955593838256,0.395116901460893,0.770109642627887,0.707645726607511,0.718342932241668,0.249732312080897,0.31941187322505,0.681542394600074,0.592253679900195,0.39210880659577,0.466962386238178,0.329713640091946,0.358170372601279,0.37645875337656,0.20240013629923,0.707128923096176,0.204057106387926,0.494301655049993,0.168829307830971,0.192736136332166,0.853844339515826,0.617929435540218,0.189615721803036,0.21300391931316,0.716715175522358,0.421239057136614,0.239548100601913,0.699933357422861,0.152882001053832,0.824906648427882,0.959823621322382,0.32155168394059,0.756490971126511,0.410571386718909,0.251841530499998,0.710236944787481,0.848503226789717,0.408327676132243,0.554114858189034,0.508941467414688,0.683975148813946,0.510460933236399,0.750877337087208,0.692643970013247,0.538959132721505,0.570513332529547,0.510881542724198,0.692987451462775,0.317657889046918,0.495842576016089,0.201052874962144,0.695389776627021,0.553764242821177,0.256090856722169,0.903498459166221,0.673052033287118
"MB-0609",0.878438986379987,0.500924610331399,0.393718768338358,0.560328636491249,0.973201145502907,0.774263276870969,0.373379525595451,0.647288847219625,0.399439316853781,0.637292395775704,0.568393545173292,0.572469193198726,0.571554231331872,0.567710509547829,0.354811452088805,0.340872150284273,0.524486053664114,0.930425845109481,0.298490077006544,0.342546655296413,0.635241071136155,0.371528572942354,0.682669706175426,0.737911473983035,0.538635339993779,0.594676684673925,0.206985606138566,0.583488601379869,0.724819073784233,0.485927189282173,0.389555641694478,0.823783531881659,0.4059218590658,0.80429429018857,0.760607569434436,0.593553329883677,0.651506059556508,0.724505036566765,0.470003704161098,0.829975041747926,0.425671542476446,0.423320084241938,0.653324340277663,0.233895350764537,0.347099793000216,0.73594672570172,0.65530325774658,0.745319992701419,0.491643387254131,0.221227686109244,0.50853372732226,0.64201080151414,0.49034611184224,0.280993671443546,0.777126812138317,0.540386431786289,0.725064733239972,0.431863950084465,0.766119452726347,0.442686569602201,0.512088151879576,0.425604302798027,0.341539259930664,0.380955240717813,0.554652607016352,0.581613740148198,0.445905451726291,0.759993676253321,0.554687340123758,0.487938900689799,0.726161175665953,0.41574318352856,0.644034413716433
"MB-0610",0.174096841373891,0.461181084371876,0.581811825075269,0.184303443896301,0.38602116412384,0.293795433339037,0.631837918002209,0.623190823687235,0.56723673736799,0.518005169739061,0.528417807990273,0.224894735420342,0.185678915725814,0.162944671305265,0.375086034626697,0.170441441624425,0.364302296710192,0.522003130559444,0.432571189941664,0.717078993156556,0.93580663893566,0.350103058554366,0.552960201587527,0.865618123978274,0.387881818856287,0.442561114000029,0.300979834650403,0.252669411872701,0.453507491993336,0.172227864616417,0.220530785027825,0.297532364566285,0.261447491723332,0.0816793976706838,0.472515393012632,0.780521164112744,0.723679719108773,0.711328137113857,0.469422370999537,0.671785139286724,0.252690304379443,0.787697146374945,0.200197729332188,0.202687162535158,0.608505485981769,0.285613948442101,0.358523697650073,0.207197435089569,0.91498048273412,0.1796417830224,0.771004524603376,0.292425353421813,0.689379411458748,0.681129063335711,0.432559245772248,0.140270572491181,0.620426795194011,0.721491377951375,0.730133203691916,0.369229692459786,0.334492803982075,0.454485355246975,0.5211957702501,0.449046997188871,0.625393062130145,0.833490601144375,0.448102422254173,0.753554365887407,0.54623007155374,0.560425615159363,0.655812057146502,0.484361756209687,0.517998470204928
"MB-0611",0.451263733260077,0.329403739573216,0.143211376801717,0.170114495567912,0.379033996461919,0.454036006677728,0.607980206882695,0.360699892894506,0.737387490037148,0.558507016076987,0.562483534557755,0.0731285081414127,0.342052366783969,0.167414638173988,0.511863963007619,0.683558205325028,0.642221331010494,0.495840395141653,0.260248337599588,0.892335948977622,0.290591218548896,0.25451774815498,0.520578419284252,0.503406709070099,0.76852684923854,0.284160395046747,0.52020806569519,0.798201807960839,0.688446541656887,0.172497750795641,0.179745647233534,0.794390583772384,0.70849279002507,0.198697499141451,0.809832848290076,0.758638200358141,0.461728492121457,0.913318360505172,0.611103906658086,0.735008798014981,0.195909505051848,0.626533745211476,0.379544496637079,0.639213010567689,0.386957250206483,0.211117714912896,0.794592196103171,0.541932539553128,0.333270838787489,0.197677882086699,0.247275706801697,0.500361915789953,0.440406495333836,0.636215789767937,0.381193538742819,0.531820653385205,0.570368263485203,0.602897581953616,0.939978167445923,0.778877230548984,0.464587142949545,0.553448211421168,0.523629649129134,0.296249565390084,0.510911457573038,0.56739962167037,0.605724043892176,0.374461728497063,0.575771525664375,0.495809369922481,0.387474810935474,0.284157719038379,0.68740904136573
"MB-0613",0.621475800627232,0.313829723074678,0.615063199688487,0.22124336277788,0.232839070272105,0.843716573836281,0.381529070915517,0.112345754880052,0.298339165302044,0.830147742505384,0.832217766235087,0.927214079192972,0.735620119837724,0.47877032561876,0.527239443745257,0.171100214615582,0.624181848416276,0.358147256996376,0.168623900191466,0.854124907299965,0.331059387998817,0.803353475079239,0.408137130976292,0.287557273190696,0.925658299829813,0.505294225946556,0.239502472287674,0.905884449085895,0.497933752131863,0.621095756091657,0.68536914202712,0.415925856823747,0.44161687024073,0.179653436897689,0.653780357498818,0.90552583938534,0.620608128847099,0.903879077983062,0.142546539479533,0.22315425783776,0.523008863111025,0.569565993482436,0.447410641740718,0.379587487836923,0.9937253917466,0.0638629027254503,0.753667567349133,0.491644012492805,0.924478280717037,0.898702345425109,0.543568573768751,0.412905660317101,0.891022132626879,0.825501803372415,0.226163819553034,0.515998004153106,0.79661676086024,0.872587888234191,0.862317526782717,0.340580268255352,0.672982480831132,0.59550709508256,0.466825382204178,0.508139690904279,0.574845795432972,0.317477642705915,0.451437220193994,0.68166539659838,0.40587912427824,0.451515508955696,0.497000277658222,0.327746199862529,0.631756808983824
"MB-0614",0.41416680343601,0.419304174984767,0.186990404954136,0.281780632147923,0.262981827066159,0.587587618868341,0.356508177505201,0.426735835811158,0.386708220852894,0.480322463857361,0.776838508515737,0.600218425566054,0.682724409382125,0.70289528295841,0.545696555046447,0.579893135100262,0.507564075015146,0.0477579294071864,0.303771713057639,0.80169917471535,0.698351042404049,0.263305439930648,0.292175477092946,0.377859760678078,0.474722675277808,0.28706021352256,0.577968499577564,0.708150295375178,0.317319536393017,0.569886040585295,0.457131245117345,0.466301273748718,0.826957271855718,0.132436439605947,0.643370168789051,0.653284034075589,0.442433494111027,0.732176150532189,0.612423298433038,0.238482821265426,0.542548544422464,0.504078421494802,0.433102528011652,0.233399404923952,0.561222315922935,0.33470146840323,0.714709468418001,0.593300167959674,0.393695323808908,0.397486702178145,0.237126004736276,0.20601413067282,0.555185337219802,0.686117132997723,0.515464735663392,0.638698241216106,0.621229037980982,0.861894010664237,0.468249337862273,0.879378381327159,0.605589992278852,0.733517445824418,0.519330690715984,0.562758744160831,0.581693740017045,0.493613483801227,0.489572745410663,0.764333017790449,0.555665285100073,0.496841537245321,0.511833496692881,0.391306960304082,0.490096145076933
"MB-0615",0.546804147531756,0.373328252440863,0.556458807735737,0.645035383365274,0.174518696534011,0.484088301785667,0.371039428146043,0.284489633061892,0.698054685674737,0.382271220314326,0.686353432466291,0.434042257393468,0.346440922719647,0.328377375425109,0.721848701263429,0.755773351403277,0.317996492749385,0.713138945888732,0.371594650807864,0.669753496208495,0.775304690762643,0.45484544584596,0.385441459966313,0.639707203999976,0.765363000304613,0.159132132377114,0.723763463328879,0.640422189245102,0.56347332040097,0.155678820133826,0.198087435616221,0.385647119093446,0.841322449753459,0.0899945679656619,0.213123939627584,0.204666502409779,0.532417533550353,0.729385728292683,0.507589581740985,0.279710206442333,0.203781589608867,0.54170406779456,0.158991190290279,0.623448133253935,0.690546438946233,0.818244494781245,0.762208181076024,0.32366957905346,0.840892542306059,0.393320967209894,0.39838962846425,0.548130849079909,0.49810160533382,0.368893174653241,0.2405147286149,0.424087645522101,0.420142441484499,0.884283409412019,0.481040209600897,0.556049895719467,0.354704609199699,0.548519899422763,0.48291267386543,0.245401841094974,0.465640310419131,0.507710506572181,0.384628595261163,0.33188580884084,0.495349753201754,0.538812683198441,0.453936330096834,0.566479456072821,0.600203533556747
"MB-0616",0.526818218358281,0.3075462202136,0.161151710301628,0.660402472829313,0.713090157122328,0.253389495555307,0.489345986278071,0.445722609360847,0.403144530688823,0.565179145773635,0.656870517259356,0.676632221759563,0.422464449763008,0.669204980333926,0.49409925900435,0.771806834328351,0.463544612274841,0.606152115266884,0.583532208194878,0.403866894417685,0.617604876778834,0.460113344121603,0.677518496079168,0.0788531119396811,0.688361356036058,0.860899121376616,0.344994849621092,0.794031238970354,0.994309494882671,0.238574719904164,0.167322557395124,0.310740246649046,0.78130544593303,0.449969701706849,0.0919272685810245,0.714890913368221,0.524368461049731,0.983465786546549,0.877272477222776,0.666744326539273,0.294548455154322,0.564113587032392,0.715631478666442,0.460928465905143,0.374797021782872,0.156059805309992,0.638611793308195,0.242714432428394,0.556746958284667,0.30002318812858,0.109181686411359,0.802978409938658,0.630937515787599,0.201647727940946,0.568886813769714,0.57976886288238,0.744876917447032,0.567367066602139,0.515447076534255,0.405273262645234,0.666912232387702,0.484117731571018,0.81380610580297,0.420747036227188,0.585155562586023,0.430796924747845,0.494112352456899,0.410481290502337,0.531724026869975,0.484283100181519,0.532327924101028,0.569583661486702,0.314987025132827
"MB-0617",0.291490998018877,0.324650737341382,0.703966215987698,0.0964016030231305,0.76986557306413,0.060838353027525,0.373404570405893,0.251491216613665,0.0971091848437333,0.486986757361798,0.248995119002479,0.0642263292401287,0.12732670702934,0.399191274352849,0.184604035302451,0.952402449877803,0.200572708762766,0.0484293942632802,0.415975196698324,0.506378236564304,0.903585133280006,0.414202341185151,0.125468041606809,0.112556454592385,0.85820326063512,0.356053236871152,0.206943859748569,0.85526843199866,0.122870452942942,0.0834545104870399,0.156303426300983,0.378832261640215,0.762067534157966,0.130383759365623,0.299000835489505,0.778244836244124,0.387926310180399,0.955102888304626,0.673654869050071,0.256198419441543,0.198019248170643,0.127689357098048,0.301201901716034,0.484414039203823,0.963144918085774,0.712475997807178,0.554656080535132,0.311084727603724,0.948297878388154,0.859325444625006,0.394831954193579,0.933158804796925,0.265540104384296,0.883415837436093,0.220020847255445,0.0482893939139978,0.551472837939367,0.702316258286908,0.767040391794854,0.74296376228744,0.164399411331694,0.510137951943175,0.135141658807949,0.786950907966103,0.316295115922321,0.993999179403335,0.320885073016701,0.38448759404908,0.411942736102857,0.422286147876712,0.491189830592691,0.674204124740889,0.670252923368027
"MB-0618",0.308163352964657,0.971004047520726,0.204946212460775,0.30711494416202,0.855087938283465,0.500746840975923,0.380632463552387,0.732335093569199,0.165071866455351,0.73961780819792,0.809263579841029,0.84331061479708,0.404409767685498,0.529123131401414,0.418558108539312,0.985711990962649,0.422583203250424,0.596617836238617,0.45460055410192,0.27245487847279,0.512194935645204,0.642389216224493,0.525375771966769,0.310957960163518,0.518605735282297,0.720649297376838,0.281534307206768,0.672530178980897,0.868456628734248,0.346818804291532,0.377922321170292,0.658519868625023,0.47407409087785,0.316374423381594,0.433404540093359,0.466453602444807,0.791399337570277,0.793011056399686,0.287719713546183,0.717711628386175,0.70799075248096,0.619153636451707,0.641155746231564,0.206935007735858,0.426988204265658,0.633237496719359,0.463963069956802,0.238240083892241,0.560520854614873,0.855233882929177,0.226308098289094,0.434549875353546,0.592132727836617,0.542660979577053,0.566367990704664,0.311040067430954,0.517391867179472,0.174129264295304,0.808325739568781,0.495466301898568,0.490843795488016,0.651960189807917,0.479286484772093,0.36463172698157,0.293344745691934,0.414889327166447,0.444661651892454,0.216228208750184,0.506887553911437,0.505063401472104,0.568970238467818,0.420582158073487,0.706665445927426
"MB-0619",0.357969441736302,0.655097521163905,0.176040363749556,0.715650296627501,0.468125447825235,0.349691652969194,0.309155212144291,0.581965591620785,0.270426597214727,0.396202316618748,0.688249430890548,0.847096547527783,0.4598191103293,0.645951109772584,0.519136009999751,0.902325314053621,0.6092357984301,0.387095182197024,0.775011182780866,0.893635330473853,0.680848378732319,0.535598226984423,0.281238071266862,0.349471029996582,0.274061886543836,0.593453572180557,0.54582932217613,0.722183848051059,0.741965937384126,0.416021186897695,0.547041986755054,0.41068527942892,0.906415367877688,0.175182265226095,0.576104969212924,0.451648447558439,0.359339543468812,0.719541612177073,0.484953279021515,0.585856746358075,0.528509056157942,0.644858846980078,0.56598585169842,0.367812981602399,0.581983034513813,0.520829634417695,0.79404482042271,0.571169936847615,0.438664874605111,0.0719427269724953,0.182885436142605,0.622429691650949,0.220927943789141,0.32221020033044,0.254083369668795,0.544148554634656,0.650190594042833,0.140399538699784,0.655804912797585,0.764790276230753,0.559343069821762,0.671502481112683,0.533485953532651,0.398985294102553,0.501084299322945,0.337552756558306,0.453537039743267,0.428845228094166,0.444018840593858,0.483937504305197,0.617739684769017,0.49874569009629,0.619505616119478
"MB-0620",0.223584092922853,0.564484832203472,0.765850730849651,0.336620984416889,0.332467242049851,0.0936732599997204,0.164057523780985,0.530499232308863,0.404444009274523,0.801990330313037,0.680014223634271,0.632110440259627,0.134266281503989,0.386477105599843,0.152067587653736,0.779162989920354,0.196232811776911,0.34026762110231,0.778335488269442,0.227776325394793,0.977266255428308,0.338387086840793,0.141057203042429,0.743009195391944,0.535644469794212,0.573026458858858,0.0937642552761052,0.863045529235627,0.744919559617823,0.230350017257408,0.191511758661299,0.924790365375086,0.897303986667759,0.72687287083779,0.641899673937621,0.223154517171148,0.231654138499022,0.684679631354051,0.426249283345945,0.470237382142388,0.194089844819877,0.62310193109069,0.434443005023055,0.741968559633759,0.865462649952295,0.793876274058843,0.408890914556774,0.551984515125245,0.918320763089732,0.592610957732029,0.249781668313314,0.116078207329239,0.422397715903142,0.311767924509636,0.509993038108942,0.0702786789535999,0.510556778834255,0.891916048981461,0.598582599073215,0.799257610849619,0.195366400423881,0.654645594537636,0.178495851467743,0.481307092377337,0.290028681552442,0.398615448453788,0.390969295540016,0.46043888502145,0.249875051261618,0.543819663976388,0.503240614684871,0.768570832099909,0.69457263926248
"MB-0621",0.415347481037443,0.365630538508084,0.37450594415724,0.773061158802174,0.758235787278312,0.402732510295615,0.311398328894866,0.539101776977488,0.477084965235487,0.737526813675571,0.764397384994388,0.801492207520209,0.115465450958536,0.512667150215663,0.176767437051388,0.73351869702552,0.160955870962249,0.376145974488532,0.551986971724013,0.470763890655459,0.749840450296994,0.442225523856113,0.399365851273188,0.401384852288205,0.308750102339641,0.331795695257252,0.358573414061628,0.559612738493482,0.559233588943706,0.41752976696082,0.541079107284596,0.637138602526966,0.620006913888252,0.249364188793345,0.715885800799958,0.709548031921751,0.402693177921287,0.517899222793463,0.568825320625157,0.375515044099916,0.523684144574532,0.7021096146002,0.354108467434311,0.263281003884257,0.79180064947359,0.496409758983057,0.489431531175524,0.574233503366462,0.876767292041128,0.0745558296845774,0.378732613559484,0.661391629809331,0.700544758887719,0.473579491367414,0.46221132266561,0.0912578778823773,0.701451980187257,0.678009769302213,0.706710309113861,0.307830327581708,0.221526361311831,0.556645981328351,0.308781057215355,0.411978899401929,0.299579104262421,0.516485720625969,0.341838881264414,0.603551720285076,0.34756598625837,0.545274696757029,0.529766244917217,0.59053554368632,0.736003688640975
"MB-0623",0.32882444746504,0.473470445887407,0.622115484111741,0.448973966590374,0.542493632526857,0.203607196910914,0.361811282153245,0.460904863288161,0.476478660248059,0.683732747810129,0.523246425575862,0.602281184805627,0.239852287673863,0.590196361475989,0.338177902272352,0.629651475385201,0.211838590352965,0.378401281808013,0.594839788930344,0.342321210969167,0.815724874570891,0.684865762368297,0.314564840117231,0.538949638175339,0.487819610044894,0.481711863116287,0.354814510310166,0.391164225049443,0.691776856083483,0.36778322437938,0.280018465145676,0.880811216919106,0.578296351478264,0.335902303399093,0.43644355909446,0.784340906352486,0.834271843057935,0.520603401213782,0.403220524253067,0.557331998492844,0.339133558310958,0.59815377769342,0.545137414197728,0.100906649424659,0.584013573666047,0.690794636561615,0.465105512864821,0.27641432526686,0.771977664359132,0.405442107027092,0.46741095911399,0.507579447170037,0.247826563331707,0.675672192276194,0.37790323654912,0.17510107758083,0.495634815804753,0.133819774802719,0.872740470343655,0.486135202990198,0.397579076285616,0.552472050382401,0.303845241676293,0.437211759231141,0.360066087501812,0.552539684313415,0.352329932466028,0.186760750864993,0.611001164222844,0.575367416572684,0.640690781032813,0.634345038839008,0.805237388979609
"MB-0624",0.194072278621984,0.719005371600666,0.690205533203058,0.359708652095645,0.586993643987787,0.548749569451119,0.333387795798061,0.707819722238257,0.640466349279307,0.697554649855733,0.811466667153735,0.691317096181312,0.0894798698372371,0.400524157192693,0.252107661107666,0.836399591695663,0.0941820713408717,0.635438693962085,0.405588829178388,0.288213368413697,0.771050370888941,0.118044683736583,0.272288724617774,0.0996119131924635,0.504122709157869,0.561147561191809,0.620622194323662,0.476921430023245,0.305824282593363,0.117413276776556,0.333817006014307,0.704275105172959,0.719960483475887,0.495046938202649,0.244071863588577,0.228190930340562,0.627160208737305,0.62715603791082,0.709263707325815,0.377396062423528,0.481133284575892,0.71752184331562,0.32037949995407,0.314271191737959,0.729700107233952,0.774788291853358,0.421959067053756,0.598945913621872,0.829097615076893,0.807054265788328,0.414400509536648,0.115356731804441,0.567679498524527,0.62231388980841,0.154800301404713,0.0658078625987775,0.633681850441113,0.372572765303214,0.757782500063703,0.277199490000271,0.323920810335489,0.404656140533768,0.176990902949039,0.404818507841223,0.345671459610309,0.875562735952823,0.426809151324354,0.413288067263145,0.375962900866205,0.413030523309797,0.574367371803119,0.72083591606667,0.708503010705114
"MB-0626",0.177690855959995,0.247671612924998,0.334872082095435,0.571596572225797,0.725587246294051,0.78840369107085,0.661451037718616,0.672358662717343,0.264765137733411,0.41689869702842,0.830911969244272,0.770611027044513,0.668055601643488,0.827339428797993,0.491790998942392,0.141199015681271,0.671039004230477,0.782392104721871,0.0576349923325239,0.316224742820771,0.385183570780644,0.445433069677316,0.487247694020565,0.302849947207335,0.841086257074241,0.280082248417235,0.112692262710795,0.901298837912824,0.86461567877639,0.283599292291401,0.128670294697332,0.342192700106362,0.371494221111129,0.118513414693557,0.309592911638083,0.9484296003573,0.735264289875394,0.453777491638969,0.779030897105296,0.860721756950801,0.20510577383076,0.616743637270899,0.923894216047589,0.533374651879978,0.206702780948507,0.159762350602411,0.521901440524448,0.473858993392664,0.237103944618438,0.366285705889127,0.230256447207339,0.856549596805746,0.772556415669661,0.538000697599583,0.385832394992465,0.731927171879532,0.861415795399478,0.0921410889398041,0.691621211096866,0.877301349061463,0.796050180010211,0.580392112788199,0.574608316571013,0.3958338258968,0.614767964600251,0.568321664979192,0.741623309349582,0.52327374912547,0.472059106673763,0.523984483873696,0.35554093682158,0.189577329312091,0.471667646767888
"MB-0627",0.586370282541367,0.2209667816103,0.706397382541722,0.14054516338357,0.50509599104229,0.587923042167574,0.305555377049233,0.199419913317208,0.478222350241228,0.621707537026579,0.556422762973738,0.382957201313092,0.58976723770975,0.402258792942697,0.623688295403757,0.300883451013417,0.837344734331697,0.545960581283491,0.164167383983381,0.754726754076653,0.755740327832709,0.838362435585065,0.196390304537875,0.721402067579634,0.928173102153281,0.279729408543644,0.701915088971305,0.776211439834044,0.606200376537113,0.440563067718752,0.589177708050464,0.412978405193014,0.420838692632563,0.486253230626265,0.345218300752185,0.58460842827711,0.481995338558779,0.877040808970622,0.592161363800095,0.356170401882797,0.493777909578077,0.381526544722404,0.362415172678382,0.486903396704904,0.808424382406182,0.266130985231457,0.776238174242111,0.244409982933306,0.645733996503826,0.526630219396937,0.491064663148359,0.152108046050745,0.172252980761434,0.706767461301664,0.141577840793874,0.570722216767128,0.562398821137222,0.41781829124114,0.841751481387122,0.637296533076578,0.460939596891801,0.456395050556096,0.706526944995426,0.633894137704941,0.636222463331569,0.521312487069447,0.301109094845315,0.433228546777233,0.510522709606563,0.450710540481523,0.613386264643231,0.625383215514407,0.641921688250522
