"","AKT","AMPK","BAD","Bak","BAX","BCL2","Bcl_XL","beta_catenin","Caspase8","Caspase9","CHK1_2","E_cadherin","eEF2","eEF2K","ERK1_2","GSK_3","JNK","mTOR","MYC","NF_kB","p14ARF","p21","p53","p70S6kab","p90RSK","PDK1","PI3K","PKC","PTEN","Snail","TSC1_2","Rb","p27","CyclinB","CyclinD","CyclinE","Dsh","Raf","Ras","RTK","Smad2_3_Smad4"
"TCGA-A2-A3XW-01",0.266548310478075,0.70089903861603,0.457784394686321,0.235752699938545,0.498575341640142,0.821560124988135,0.303806302945304,0.510754707124484,0.666980704979261,NA,0.373991107174742,0.685274148419705,0.382731419218812,0.36424872306454,0.329367599285639,0.51025171009479,0.665687692083521,0.794825996632769,0.411576148109429,0.689623436756275,0.42192647622039,0.301883606286131,0.578402013726333,0.364055457342302,0.675253625075981,0.548311492882455,0.782850323217272,0.903188891425971,0.341823930970289,0.275239054825331,0.46117087428086,0.269124563814166,0.394413002181703,0.300321087020676,0.337948139831701,0.378122401071279,0.288033096907168,0.479866152825372,0.302595302488552,0.428303268446446,0.284046553228015
"TCGA-A2-A3XX-01",0.449699229891099,0.363209168811883,0.224537523597214,0.408564108016389,0.409319894762305,0.42135829123236,0.427403113673794,0.43012620523544,0.679151761451844,NA,0.825292262948655,0.426769569808264,0.208521319801973,0.293830650591,0.409806101882626,0.202994182347327,0.747283896887101,0.329673897366367,0.936139403245037,0.23728618886451,0.149849475777034,0.532535032070354,0.659978623196762,0.333668832800832,0.753324953386765,0.208379547367282,0.600007697579067,0.829826003345144,0.249814487189331,0.708759415067021,0.215925951569655,0.344375412337207,0.878286171769227,0.241764009602602,0.857318880731884,0.349920617824833,0.121334921019475,0.490995790471641,0.929832948932696,0.322198418735814,0.54892368361424
"TCGA-A2-A3XZ-01",0.448698168694144,0.671079989961007,0.47860175753699,0.27127398022347,0.603953303022292,0.300736961089558,0.540229438453671,0.20978607245885,0.777910430681289,NA,0.847062000372529,0.373430752887994,0.345414718547224,0.364660193239993,0.377223621694689,0.232980837640067,0.386184155494214,0.404566934944833,0.819703387335789,0.331692545299657,0.145152643200791,0.307545609781988,0.705263718994917,0.999439668089165,0.831614097814313,0.384293082693736,0.222211323962907,0.701494435078672,0.380348663145033,0.494132116663295,0.24132484589784,0.664840442567587,0.610900106740816,0.623840939823951,0.541215916888994,0.540119820674098,0.244819815979936,0.525726683672106,0.795205008980269,0.572774452316206,0.377281636477984
"TCGA-A2-A4RW-01",0.693299576226922,0.532219359976649,0.196300464852952,0.959023022094273,0.114403183411289,0.736120359263763,0.146061448811123,0.227753745446318,0.2917008775004,0.0272724625785411,0.0149029692860401,0.0431155720842497,0.108270023954597,0.588081801238565,0.476837086114269,0.374658818812522,0.0858340783186627,0.22014303536411,0.319236800352053,0.830203312153016,0.355357659224719,0.438939900727657,0.0136672729200651,0.119229269220651,0.104937483769673,0.190411953200085,0.737817270094343,0.799708311574862,0.12203418476465,0.319976437986198,0.822573720797049,0.103042609525772,0.908383003951359,0.299528417846094,0.351755414677071,0.114596068791789,0.0297304779088295,0.151984661569368,0.982227511470696,0.208754658618998,0.667577521748899
"TCGA-A2-A4RX-01",0.849169621346396,0.662852325909695,0.359374703178326,0.939512502558295,0.730172927313629,0.518766642181984,0.775114338310806,0.474955937117018,0.373028691861188,0.585619052614897,0.342036595115495,0.277194830094265,0.482221489915371,0.177735948855369,0.459070816185929,0.564915921831258,0.459880456771911,0.310970882114983,0.297431371543574,0.729538622406173,0.913611978496026,0.131692374183064,0.724452070908726,0.16267956985953,0.721050496999402,0.575635918019589,0.425188315398749,0.918942539523267,0.160788910018028,0.439023254540162,0.366159147860017,0.130601378102661,0.547614440452394,0.84367139982935,0.324661940816777,0.776971325643329,0.267178625204636,0.491277786403013,0.500163391892065,0.365382709101017,0.584560083534267
"TCGA-A2-A4RY-01",0.248519455785246,0.2510309715787,0.24963720082951,0.995354426667543,0.666649044008002,0.483841986350973,0.310279667832561,0.0886871189913163,0.998919002187126,0.222107301262871,0.332346061113875,0.0875586563135956,0.0774679601029629,0.163710854826058,0.444557830861362,0.197187055518323,0.860188984223097,0.0565297644159283,0.770921140340504,0.890349102231178,0.127925083078362,0.551318086757724,0.812885484379701,0.0834580296227788,0.871121852134267,0.103310470792746,0.22620178002352,0.72398443278273,0.0140038842234415,0.992962972376577,0.557922339410021,0.650369499092677,0.976713793088674,0.389421849706784,0.530964826712313,0.386839848630392,0.0895881407848346,0.347861127953168,0.982427669858309,0.380577134419184,0.933528381844245
"TCGA-A2-A4S0-01",0.313266449321667,0.824355263110396,0.845265957455112,0.846349831393498,0.410796149579383,0.843938401995444,0.512173550174966,0.492176018775512,0.0626089903393049,0.676672984580339,0.036605425673296,0.786921105582133,0.392333841687225,0.341104716758994,0.305970702590786,0.552850147460227,0.224119609129852,0.653445091385819,0.246309162314918,0.616919905173234,0.788144819123005,0.299905455042565,0.073946120171282,0.197830559650271,0.810462664997594,0.624268936917631,0.287737673578566,0.61460754898402,0.637424980276343,0.138776544656221,0.489259396459184,0.453762187626519,0.838676986071696,0.2656851972128,0.151685342934075,0.111180118587174,0.183902982114544,0.416942716813531,0.911094833669178,0.574434323204793,0.579480254272372
"TCGA-A2-A4S2-01",0.513836160191441,0.329725142075524,0.174934464041463,0.930356639927525,0.953716401680826,0.768281546947365,0.49917573766169,0.0823556669426468,0.916751471927025,0.655967288624846,0.289241978736569,0.404623355021963,0.249804921358111,0.643305647822151,0.467805228566898,0.38693920961119,0.831740214762634,0.40327109382156,0.337395982078476,0.754008798638817,0.557233664107459,0.246101051759783,0.763541736482666,0.21380403677465,0.740130253876766,0.836447275449061,0.463269394288269,0.375676206638206,0.303718150922557,0.356572295710716,0.764809230730007,0.435357071279891,0.872365799151239,0.372821479895933,0.266173676728108,0.350035045357396,0.360338006360916,0.533202174599008,0.559571091755976,0.453860898909953,0.596082201750204
"TCGA-A2-A4S3-01",0.249449066061437,0.557869109959118,0.582812797959674,0.944182043370669,0.634147131395186,0.343385320630704,0.63609947059042,0.266068352973794,0.805304496087632,0.437954496747888,0.279429976893686,0.537478849774219,0.598729685867806,0.316720581535333,0.375533366340047,0.536842308357859,0.271720079175321,0.370686513049011,0.507452364849199,0.897873899028893,0.118720020356222,0.367437199165396,0.759764887924994,0.483630863799687,0.696229094293203,0.802824484058619,0.413634836404622,0.406759423576826,0.0486379525347013,0.10056217814593,0.658184675753307,0.31572588865037,0.627312844875306,0.725667014255766,0.720133140675051,0.619463348776048,0.147589112560118,0.556054768221477,0.951141964127346,0.300666628156233,0.761414178040656
"TCGA-A7-A0CD-01",0.349982214841307,0.358884178690291,0.799129119595103,0.487295216557423,0.261257573120394,0.648108058521351,0.185938990118582,0.376308425805724,0.518163880437349,NA,0.334131140706032,0.573988176433555,0.0417611911214545,0.493253670833722,0.77270149580013,0.690200555285586,0.920748071410131,0.847071606451201,0.387545690948433,0.390557319760003,0.591174959820981,0.438092076886284,0.488519124881698,0.749553208887878,0.805751797327061,0.374242102805428,0.908899309426821,0.333678932897832,0.543384434899656,0.309248630602823,0.801922346198912,0.739859217683983,0.18927147642001,0.349506685008416,0.399720827185923,0.439702114062532,0.49756451232573,0.446032522602527,0.520557286772704,0.780065409852773,0.652833908967925
"TCGA-A7-A0CE-01",0.61109387905263,0.110920654940025,0.713682309310043,0.293454542839046,0.173666838315656,0.178649033777335,0.143121121140192,0.68003385451128,0.223624094723484,NA,0.528638993630343,0.536484043961328,0.516308888801188,0.488925637991222,0.579926569588317,0.684449937971305,0.590834344113641,0.811713864077224,0.448520688098906,0.714708993375545,0.903372356496212,0.230612639116295,0.758930635466813,0.339689947426252,0.844031346158127,0.108990880656228,0.340033810996286,0.391394031000535,0.369699426420902,0.589570799937927,0.506199229349616,0.847544523170928,0.369436733290804,0.88711343643123,0.14647609741039,0.827488870826395,0.555352003820341,0.555300095609919,0.455970779317097,0.595845234915862,0.28129586872022
"TCGA-A7-A0CG-01",0.890570940026961,0.26502665312732,0.831216612147592,0.39757317895878,0.694898232289817,0.370137825384438,0.160246812267167,0.199099652543427,0.83185414813194,NA,0.0313300859585571,0.131842526627072,0.468091567323632,0.690428417010433,0.818659751157142,0.66985215366263,0.8486448401747,0.482378421373563,0.123760919593384,0.232846049397428,0.426396585701818,0.128114675838908,0.125487239357946,0.346890186864074,0.794629123652601,0.728923178584521,0.54235252890221,0.481222966391047,0.64016884281867,0.774750250679118,0.771202070518201,0.570052468216003,0.286357206706048,0.312693073690309,0.457962858581885,0.436117424040895,0.392399649840337,0.614892924957482,0.739499983251349,0.54893242093906,0.618063018460171
"TCGA-A7-A0CH-01",0.598567971495788,0.906311313761373,0.567852267588937,0.32024488250597,0.389314817729312,0.748501320483943,0.172516969404801,0.751667188926397,0.360053903528422,NA,0.451138381815904,0.706184988982487,0.537867186040835,0.824310769566145,0.656716929689309,0.74564724879812,0.82753853908155,0.81453336600924,0.214115767076878,0.77377862372477,0.53972095240064,0.65649532594901,0.528844192169427,0.298248922646618,0.761264554317195,0.75516571472026,0.459517138168986,0.432767473041998,0.776081288691379,0.312855135032585,0.820938147677762,0.81532034726655,0.426495883528907,0.384827863215975,0.317727519506582,0.330625457224632,0.717155274867202,0.586085857825256,0.202756196100112,0.574747478144314,0.251919920052561
"TCGA-A7-A0CJ-01",0.770546631772917,0.0370417675669629,0.564275359608456,0.213112941951024,0.286048107512433,0.871387019827248,0.260901143192392,0.563325145652306,0.417064083549843,NA,0.495394431582439,0.614962317398004,0.609452855624726,0.545564534652113,0.312936373538652,0.917720130699594,0.816615144777452,0.949328754036187,0.591997533199673,0.79253812436035,0.471162779411942,0.137022155728677,0.578467448081585,0.809538294422433,0.659436121398748,0.241152787694679,0.656419681277044,0.164270581235343,0.281968298955108,0.286796699793833,0.797475770544812,0.719577377155195,0.400553663596854,0.761276743950549,0.499720107088967,0.356146911705859,0.457183145806231,0.774575301826866,0.304971265447138,0.500964111626611,0.517185991111606
"TCGA-A7-A0D9-01",0.500344000904946,0.525913354695888,0.0965983035341425,0.769983441381254,0.774567228012045,0.788289039931848,0.636834226398337,0.441463677387266,0.578160353799623,NA,0.320538478052376,0.617931456350732,0.405097234764955,0.549989480856669,0.440374708033268,0.459284296214382,0.404682201010502,0.222490177127096,0.718592895300178,0.421785630072537,0.219191762251085,0.379266006693005,0.238066458925702,0.521387279679769,0.320885154421909,0.750371032951039,0.479593778781334,0.606002653706063,0.423647615390144,0.64788601795409,0.632513277955515,0.526489268942642,0.496565398089003,0.184253704947964,0.873883344190403,0.671243656139663,0.217551919381729,0.595614432803898,0.909559747805981,0.62959593863497,0.911302649624752
"TCGA-A7-A0DA-01",0.629910050530633,0.449182080079976,0.600159079628797,0.260888090329384,0.459335699743926,0.224970953908965,0.412735366277152,0.649861055836067,0.24853475057821,NA,0.582852515817565,0.475593445207655,0.662568110897937,0.545160786666385,0.671950781615266,0.664395617444388,0.781136865227177,0.527607005148847,0.840052934593821,0.621544381839848,0.691084397361976,0.832492953284249,0.800659815430961,0.599853336005956,0.443104758752368,0.112588135128052,0.418713061746899,0.549158831418792,0.745465791234581,0.670102166941198,0.537674737478885,0.871577178686028,0.363561863249927,0.590664720636565,0.56282030741667,0.353793661912529,0.863701908046447,0.637901912342656,0.228978504386611,0.392772757682829,0.438339230665908
"TCGA-A7-A0DB-01",0.966464807078602,0.849124718379278,0.484780990775977,0.220310455914578,0.58730189536683,0.536225493920098,0.318859907824523,0.580398493229084,0.521916415729221,NA,0.43231003682404,0.646830644004221,0.536751117129097,0.737680436971334,0.491704677665972,0.813358946996866,0.46831352767928,0.466920214385601,0.403034465716153,0.630438428163561,0.499053396082442,0.476768998211675,0.438756231606786,0.332447247555667,0.374324274680974,0.728786063832371,0.460380134510084,0.535139238706111,0.250388897331842,0.411790429242378,0.701434257055631,0.751318197386014,0.785638503321609,0.26187765710316,0.555104998898713,0.296402629013,0.60785046047768,0.712894738401824,0.276755102712966,0.597736278593987,0.356961100986411
"TCGA-A7-A13D-01",0.576804989880995,0.366716802886075,0.550691892773546,0.509634767806891,0.706548155705168,0.0808358780700558,0.523438155784014,0.354904152610449,0.714090407518431,NA,0.928330072523919,0.512510315463281,0.409888827820428,0.137098213446495,0.22021089020004,0.382411497550399,0.401265909844682,0.174659692494217,0.822004379698997,0.441930264130744,0.907019199570525,0.500493347286156,0.503476176542331,0.163949909967689,0.759320912506,0.0502918366866277,0.119984340709939,0.954400765828064,0.070079948753658,0.929392679098451,0.281484382000101,0.467728085078641,0.1332594295126,0.572927333519189,0.983981074976008,0.667921954293565,0.495073793101983,0.454801385786653,0.478185624120561,0.636224736547066,0.419826813203781
"TCGA-A7-A13E-01",0.388746951611096,0.318680107190386,0.523305070680493,0.774188729688561,0.53794407445593,0.358751872017301,0.622648466457528,0.70777120034363,0.172755447776274,NA,0.651730809021402,0.413465752173826,0.951133361832307,0.582050330568653,0.553346008518503,0.490929712360718,0.333315225232531,0.414344873624611,0.6734905444728,0.467618940375961,0.272600972980702,0.374632493295825,0.764509321314019,0.72343840662193,0.456421525649417,0.0652876956002256,0.14706215231621,0.186111608786001,0.374606356800374,0.549133941670552,0.405316188789839,0.870200822230901,0.516070623550359,0.790423408604352,0.557843094102775,0.788822849103266,0.610567135774209,0.355915710512061,0.0710092225059352,0.70359960698009,0.731984458143597
"TCGA-A7-A13F-01",0.303054966026162,0.157400504668714,0.684476056510287,0.258919659701376,0.673940447784064,0.53136469902057,0.897489295754753,0.683988111456496,0.318237838244628,NA,0.655456175722894,0.686100865323363,0.818221148887483,0.652440579539508,0.225295774480421,0.562889582734231,0.331067416937862,0.761691225948561,0.485332073788029,0.455149445313922,0.295978681545148,0.222100911797815,0.380102775679313,0.721620476869657,0.510110079712226,0.370413920476464,0.387032959399553,0.145189367303007,0.611469565457559,0.28767542388202,0.688414529354405,0.510203901348588,0.153826491552773,0.729240368261109,0.391675042968909,0.643734112512555,0.667014352149659,0.696693053941409,0.11337123028709,0.860353591567933,0.291447463019996
"TCGA-A7-A26E-01",0.650820852999479,0.489978684758753,0.247799179131591,0.920452746484796,0.246605228401424,0.684284313890187,0.28431147826284,0.535012177192134,0.853477634613842,NA,0.720022670504776,0.349678551988586,0.232205632697363,0.338840364942112,0.49026815709672,0.425562557800993,0.77224720655683,0.265030158610411,0.575854357206132,0.235573853369506,0.660164756705571,0.561992190023572,0.549306286189443,0.553554045629565,0.528762170391515,0.154148583614864,0.241645371022859,0.729849861351009,0.409533662128138,0.672656453345002,0.433704785633317,0.693935877397678,0.458726530518497,0.200420474812967,0.698783322466289,0.320885309137635,0.124478011747881,0.355065051434026,0.457575655565811,0.58546361078706,0.62552176010266
"TCGA-A7-A26F-01",0.965545220357482,0.427272765849608,0.716677980124573,0.698430676443034,0.385938407358848,0.0966360812686597,0.766353705390926,0.850302821724948,0.277488206504538,NA,0.633555204096584,0.700215759118479,0.815580311910341,0.479727726263509,0.553510293351408,0.717995971282596,0.515227991952057,0.32613381476936,0.624484621103992,0.749811670897274,0.403965609093189,0.865186645622068,0.754755592012849,0.357643173993525,0.477637022746168,0.27104254953146,0.0378545209574948,0.351848090021752,0.226729521902945,0.763530829827413,0.747288125370312,0.65012415336027,0.248782729658632,0.786044984719695,0.461451424993185,0.544206603116619,0.736167937573427,0.605105414831392,0.0839703535652511,0.447956342856169,0.289303585365204
"TCGA-A7-A26G-01",0.217185041079508,0.588353459281335,0.785891477975893,0.679400183290678,0.755516942206481,0.567764199887871,0.556544470441337,0.544285482005882,0.479431806029389,NA,0.579634157603008,0.151224610629293,0.831590721410022,0.44110226976094,0.341645338171925,0.288376986861071,0.180088433821502,0.317702499436422,0.334203776368317,0.816336841734095,0.751267790478801,0.424222155641843,0.337417345599221,0.361124493648542,0.445040151260083,0.386827543053516,0.625616710060712,0.826008552908207,0.952830820585566,0.31296441232345,0.408072411043204,0.268293601167231,0.77384259150618,0.261689383494403,0.222462056359054,0.439044366953697,0.665999788570749,0.423385178668511,0.79020006984713,0.258130918332297,0.615176073300092
"TCGA-A7-A26H-01",0.6320854850171,0.442752268392466,0.49591841450083,0.843305342966481,0.372744293409343,0.543910976760259,0.461293849592042,0.244421214350326,0.727947482026316,NA,0.529370855180503,0.371859782131575,0.315197170967441,0.69596938648629,0.353645541083528,0.626310805780078,0.524247824043626,0.606921965022227,0.697096037304596,0.356434177882992,0.500288020799229,0.699858573396045,0.459307632513561,0.591470825713177,0.446917353527844,0.626425450375994,0.143430412318949,0.590788779367283,0.665411103301066,0.855358558341265,0.915848696877342,0.405487318161881,0.379838655944966,0.328177458475171,0.796300874485867,0.507605785182017,0.613065281939557,0.457341700189608,0.24298195702021,0.591339929034195,0.881955215742518
"TCGA-A7-A26I-01",0.780971259845856,0.431570000473143,0.878631925525816,0.534292380253057,0.735362200580511,0.0849051115039468,0.471860214035515,0.869154348110246,0.415648519715681,NA,0.493414740139512,0.563640653737339,0.469604904677493,0.22859295116498,0.661452736601024,0.848420093294524,0.755388010224329,0.610677609561452,0.572977984545724,0.815146722136456,0.921878298969559,0.78032487931825,0.625577542690252,0.425926984074478,0.848738547111437,0.3464774322457,0.134099465643563,0.286193468063984,0.501686866618291,0.63408539124754,0.535101416145808,0.695224076410021,0.204036053579787,0.890613900758628,0.664689245566939,0.620543282879139,0.958674932087587,0.523105305714044,0.117168871753561,0.587134634251173,0.287999288821271
"TCGA-A7-A2KD-01",0.303982249990554,0.778129783680406,0.356061163572018,0.656303084883783,0.304607678066105,0.639129526095155,0.360946667778473,0.30108277405827,0.479245709246729,NA,0.397055190167495,0.526799805989848,0.352385406809117,0.661022543117307,0.467347715313107,0.229290480237819,0.232497935007765,0.525310087685272,0.470861514870051,0.55193025721128,0.534651750666955,0.427055717053706,0.476572200546197,0.399491685525562,0.293622103862438,0.46844123825887,0.493729612318288,0.686709396742518,0.621184018199099,0.566175326244637,0.461465353528987,0.205149836069644,0.42281731963236,0.504880150040737,0.325732896234868,0.590250793920758,0.773856575246537,0.47789779268646,0.676203654089273,0.794662572808597,0.684460632193587
"TCGA-A7-A3IZ-01",0.265532746132023,0.859924002715034,0.106778568775174,0.121778648644862,0.0742230110284315,0.788716586454914,0.147998300068011,0.0400376371055663,0.156403147893698,NA,0.134826809866396,0.00888326491983542,0.289080718835489,0.487385079861817,0.378780379458814,0.471135950272172,0.366220646450517,0.690890778027041,0.770511758630657,0.496626678269065,0.41000980176949,0.12381408203039,0.493283172769441,0.590620306693607,0.293566300035375,0.745531647984986,0.762798182634755,0.360121392967024,0.488289739790928,0.33497438190792,0.727144132159938,0.794703020827925,0.640064691926493,0.659227266017937,0.577026675999907,0.367238410082688,0.186840053790717,0.50910927102417,0.637573732102543,0.60736379245239,0.492309597689275
"TCGA-A7-A3J0-01",0.667579001720509,0.608907809877676,0.625312680380753,0.158394455435062,0.345206272563965,0.404362979834071,0.41091393438505,0.351657738533212,0.493553540016665,NA,0.608378563946836,0.528590105253192,0.305576880787915,0.260624394587631,0.687125275611658,0.385556134935857,0.864450637387985,0.721057044414149,0.772446388914232,0.311840200285775,0.571141626345387,0.534539632878748,0.56273470137961,0.416112636658693,0.782927585216881,0.413114979837129,0.532733729990984,0.785257645183926,0.472356322152931,0.504607081808563,0.344946319144037,0.546354269843928,0.519475670174913,0.25264055102393,0.530508550911182,0.260543690241979,0.355219365294137,0.307493530075932,0.859803182662251,0.315040334236524,0.367516315130515
"TCGA-A7-A3J1-01",0.750721667683085,0.150288543522651,0.727619318779015,0.151889440943743,0.388600294296468,0.551234743185831,0.362335425843552,0.0755667285272953,0.782683237223747,NA,0.108042514389912,0.0137050276104223,0.322455654047799,0.864268452362053,0.852772304596147,0.641359191804802,0.882381084678631,0.68532548879153,0.934392423122196,0.659777490530025,0.393993567426866,0.561674931318961,0.111605228330945,0.922666852886614,0.661392333383861,0.595640137031955,0.855433004300864,0.536002532987504,0.43061818467001,0.0503074291784866,0.584267099353213,0.480543607523417,0.784490988647424,0.417106802504752,0.581615459989077,0.342868422361221,0.373511306163227,0.478646413727297,0.364416118439013,0.399254063198365,0.353132426045534
"TCGA-A7-A3RF-01",0.393430877915613,0.58762786016705,0.46754777937576,0.492065169268082,0.412469731194909,0.545146917320096,0.460489001749855,0.494152685875446,0.735823796657294,NA,0.893106430877288,0.727040079187225,0.236034040684974,0.310411745256516,0.393183267085519,0.368200604159379,0.680251791577077,0.237894558928118,0.88991220251188,0.548370385207386,0.47806961406049,0.720159659164356,0.853441051970238,0.453963196450482,0.835828238903245,0.446778940885897,0.2344737796531,0.378507675558271,0.437299575188359,0.785253712567446,0.242854822674369,0.763457970633084,0.217898262865061,0.426899851909076,0.801694719131828,0.343939413282757,0.375114813502249,0.551870108048375,0.859758583068445,0.50310283871796,0.555469515292622
"TCGA-A7-A425-01",0.328386720561222,0.741866941094337,0.337386188317629,0.948281435704967,0.448180952075163,0.709192179575507,0.622403803649392,0.151171519039938,0.436822806121323,0.572557273129611,0.294534981764709,0.210256975103669,0.226400812112998,0.654379439223357,0.40999081648784,0.337952479649929,0.27550884894084,0.826924848168963,0.203755664124394,0.691811787832808,0.731785402821192,0.166638365814325,0.109712102580691,0.224866807291535,0.741159260640361,0.909084184631742,0.19121609928666,0.635667002790912,0.388190555010539,0.311884695884576,0.783772257683373,0.414023103032531,0.805994806651447,0.719112392107626,0.190880589604921,0.382917288751947,0.214276478311955,0.44721789751231,0.844293395648351,0.531246638888922,0.619341780983486
"TCGA-A7-A4SA-01",0.616366382027872,0.521594464348047,0.682661286633951,0.920187626014444,0.641531160660182,0.530626463117765,0.273930635949446,0.0928224626841562,0.91205419587901,0.447046532676915,0.277078994911959,0.0361181100128097,0.240005692163095,0.758003872719137,0.384174531501077,0.746805017221721,0.41887080152729,0.477792365925317,0.241069569112495,0.496738019416065,0.796635024199802,0.774991049057281,0.23853455625285,0.660585686952002,0.485973001836262,0.346550225575968,0.76176382019433,0.589443774498734,0.26554586834848,0.19211566676083,0.76993481147243,0.302828120278914,0.932313205222312,0.613498673367559,0.231732825933376,0.314713000211998,0.232207453515931,0.503509378821263,0.701784451736743,0.433808478973418,0.78174930820383
"TCGA-A7-A4SD-01",0.615487952216222,0.423348158137822,0.542259888925136,0.807494660470592,0.829719562528738,0.141143432217821,0.562147422774543,0.644822213804002,0.17783274872884,0.612392728659481,0.479821789812322,0.533810435871865,0.422799216625507,0.50625480957064,0.286828861518481,0.580119861423323,0.438339945389655,0.381671539961255,0.423763502434431,0.838209909929845,0.83246581419186,0.238354441652049,0.8998963000804,0.496838802813947,0.701183734834525,0.24533911499424,0.455163704420131,0.823207271130649,0.174946779155912,0.687072744287247,0.442138978256321,0.264192468798235,0.632735728896054,0.680211820305428,0.423436675239233,0.753788221958838,0.65769046906567,0.505022218118031,0.369428900299917,0.368380724344814,0.57358567816326
"TCGA-A7-A4SE-01",0.277392727644004,0.0744481079352681,0.160127967334995,0.984889892112827,0.568169759962293,0.200666554103586,0.244595093209526,0.0852756786707515,0.907211487931327,0.252417815303327,0.510368762853971,0.03205284124161,0.18373269011499,0.331637673625362,0.469850087342171,0.161643073154619,0.828315298739555,0.0291390779069571,0.822212415787298,0.892425211177117,0.826879646536877,0.456120673581664,0.946383604014595,0.333407699817939,0.751575806004459,0.131348833914104,0.169640253320458,0.76745475232969,0.215126186641874,0.955751703752077,0.657564512838467,0.541743472593258,0.738587398998552,0.468782957564535,0.510316407253743,0.482337536443347,0.281112296398225,0.355607257623648,0.89834558432698,0.363789851576088,0.884633174213017
"TCGA-A7-A4SF-01",0.646459563996608,0.769487429391662,0.497446865038362,0.749231242007345,0.727088941958561,0.533554643507411,0.372660841378326,0.525373393129783,0.72555367776307,0.677757196379906,0.274668240489532,0.819035280361144,0.433939011070372,0.702089198342233,0.389095924902049,0.740335683581494,0.402739274573778,0.661945825272902,0.308818956844147,0.520694412409957,0.328918659865526,0.463204524491032,0.71692524531051,0.959951838434522,0.638258157503807,0.691493349375611,0.259714324225268,0.56119015565738,0.495872638492929,0.562007950644352,0.677233442925775,0.401953808406841,0.855722953308661,0.717722969819168,0.181982351402219,0.556493129559396,0.174598634474085,0.45219977169583,0.527611316371896,0.513235622549659,0.499294675057154
"TCGA-A7-A5ZV-01",0.178545671976706,0.610530434334,0.63397038899658,0.872287794466725,0.101003193898525,0.124631545597685,0.129341315165017,0.575962897687097,0.186649487196189,0.230301210196292,0.482728842202465,0.591377287919913,0.324120483641644,0.733085805357818,0.300169156677572,0.518457008018269,0.433017037584732,0.355359256486874,0.401403004705696,0.839480977194122,0.0697647710130897,0.149429835305037,0.897904272445053,0.683215438710856,0.69059223497025,0.457399477223823,0.335981251877464,0.997610459008866,0.270805152839069,0.804292125074605,0.65592058417422,0.386822983133065,0.5,0.45532598422211,0.220540269678926,0.768435479698679,0.917863721335465,0.609877337144048,0.632085120330952,0.704722375495507,0.809380452349626
"TCGA-A8-A06N-01",0.185504000307752,0.327814967677143,0.150090035322889,0.550936175483485,0.524289865111457,0.510429744267781,0.306922733096656,0.614069087212164,0.171482449752757,NA,0.751278804589849,0.721566487523979,0.0126135626966791,0.240168805443653,0.340734185327896,0.366309034665185,0.483817797539531,0.505011637013308,0.540412438830028,0.197184836383609,0.482744923485729,0.178161489810986,0.802240281428386,0.539410739553824,0.355929601245662,0.444694030040329,0.190919186924882,0.332559698509749,0.0215168686525477,0.723690088800361,0.327352619624778,0.311648188801972,0.0609466640936479,0.212406682822122,0.492112762349158,0.557293268394248,0.117093360516474,0.558047187674809,0.889188840697505,0.670131983521268,0.734402798259784
"TCGA-A8-A06P-01",0.864063694124958,0.214817113285229,0.634138209854558,0.357672541971638,0.866001810454537,0.678894298630917,0.838162056601472,0.309107963074799,0.489297528934192,NA,0.0984820511331974,0.666692821196628,0.289018840770987,0.65976645645186,0.769849464661083,0.371745082307434,0.266565930827167,0.331201861768346,0.758524944773893,0.247954602966425,0.126676399167214,0.324305144699883,0.299481324068206,0.667427784193273,0.496077800986456,0.487627253958938,0.767620092988477,0.262771445197679,0.295539048272063,0.609363830423994,0.156562425623805,0.214954994306837,0.993429588443564,0.300295498364056,0.815420074236578,0.34328600293295,0.197541520594248,0.299335392683618,0.863783249696384,0.524318554565798,0.316550682007438
"TCGA-A8-A06R-01",0.829647772876233,0.209047322362097,0.747756138250897,0.306468405481868,0.310532422746621,0.204067628183932,0.150207186787617,0.388211021991731,0.67721532872841,NA,0.310343682465437,0.446129093477816,0.542191667064343,0.33173611932512,0.619417655762994,0.618192275898702,0.829061083631069,0.477908442573251,0.115485801746962,0.792619480040835,0.296194639937353,0.183971616855408,0.262811942573397,0.788973326411242,0.594241782631967,0.890184392032525,0.230767413246645,0.188626031820633,0.430469764986646,0.10241608977308,0.864615608531062,0.717353079536968,0.323465966585384,0.739375066288665,0.50091601223425,0.616653330652672,0.487097233204003,0.483922622908304,0.396051254278532,0.430169327283328,0.382688301072197
"TCGA-A8-A06U-01",0.694498005338624,0.501193675217638,0.562970828200707,0.225377703334841,0.292626373145421,0.27117756358121,0.456582746565036,0.56675085185476,0.0984857973861942,NA,0.388099535675951,0.783912822442432,0.751137787022707,0.550917495167887,0.239324219470993,0.696252469749634,0.464292395231685,0.829280693592562,0.278482349808323,0.894404369332266,0.828267992837504,0.215642783448821,0.624590139652977,0.358211372293978,0.469777120791132,0.61733308838625,0.88245691076543,0.288359737147066,0.544393508557464,0.442540987388857,0.648288591306663,0.392194817585527,0.745172973708053,0.523440540089775,0.744045892807001,0.694664019196946,0.729801419617,0.50664081623524,0.539319216766858,0.465636089787385,0.181002899566398
