n_profile Patient_ID Time E2F Hypoxia p53_PTEN IKK VEGF GSK_3_APC_AXIN Bcl_XL PIP3 PI3K Nutrients TH
1488 MB-4742 19.98 0.94 0.495 0.599 0.393 0.203 0.867 0.381 0.407 1 0.493 0.0185
1489 MB-5463 19.99 0.617 0.495 0.381 0.634 0.196 0.093 0.645 0.546829 0.796 0.493 0.0372
1490 MB-5577 19.98 0.02 0.495 0 0.979 0.793 0.454 1 0.940211 0.934 0.493 0.0031
1491 MB-3567 19.99 0.096606 0.495 0 0.927 0.786 0.85 0.996 1 0.670896 0.493 0.023
1492 MB-3402 19.98 0.048 0.495 0.933 0.288 0.829 0.864 0.066 0.066 1 0.493 0.0064
1493 MB-6218 19.98 0.225453 0.495 0.295 0.461836 0.795773 0.588578 0.671 0.373 0.524 0.493 0.0178
1494 MB-4707 19.99 0.67 0.495 0 0.884 0.497 0.568 0.21 1 0.998 0.493 0.0694
1495 MB-7062 19.98 0.053604 0.495 0.719 0.34 0.644 0.423 0.282 0.283 1 0.493 0.0131
1496 MB-7162 19.98 0.184 0.495 0.572141 0.782 0.636 0.705 0.611 0.276 0.591 0.493 0.0115
1497 MB-5235 19.99 0.486609 0.495 0 0.948 0.59 0.204 0.965 1 0.453 0.493 0.0125
1498 MB-0102 19.98 0.035 0.495 0 0.889 0.837 0.851667 1 0.554 0.543014 0.493 0.0012
1499 MB-7145 19.99 0.418 0.495 0 0.947 0.591067 0.274 0.359 0.992 0.981 0.493 0.2059
1500 MB-4621 19.99 0.348 0.495 0 0.971 0.865544 0.31 0.601 0.959 0.953 0.493 0.0692
1501 MB-4862 19.99 0.53 0.495 0 0.965 0.699 0.502 1 1 1 0.493 0.0039
1502 MB-5645 19.98 0.124 0.495 0.435 0.699 0.215212 0.172 0.907 0.561 1 0.493 0.0268
1503 MB-6312 19.98 0.354 0.495 0.256 0.599207 0.583895 0.355 0.259 0.711 0.558 0.493 0.008
1504 MB-5613 19.99 0.021 0.495 0.958913 0.155 0.285 0.992 0 0.043 0.589 0.493 0.001
1505 MB-2721 19.98 0.015 0.495 0.613 0.244 0.38196 0.829 0.242174 0.388911 1 0.493 0.0288
1506 MB-4849 19.98 0.007 0.495 0.641 0.376 0.276 0.91 0.679 0.359 1 0.493 0.0308
1507 MB-5636 19.98 0.563 0.495 0.453 0.53 0.519 0.855 0.133283 0.526 0.545 0.493 0.014
1508 MB-5458 19.98 0.422 0.495 0 0.93 0.786267 0.312 1 1 1 0.493 0.0033
1509 MB-6171 19.98 0.5 0.495 0.643 0.734 0.555629 0.853 0.252 0.216 0.577 0.493 0.0245
1510 MB-5215 19.99 0.05 0.495 0.629 0.143 0.177 0.275 0.052 0.327 0.413 0.493 0.0229
1511 MB-6039 19.98 0.144506 0.495 0 0.853 0.663 0.795923 0.999 1 1 0.493 0.0052
1512 MB-6006 19.98 0.058 0.495 0.601 0.434 0.602 0.836 0.406 0.396 1 0.493 0.0038
1513 MB-6242 19.99 0.548 0.495 0 0.878 0.171 0.388 0.784 0.93 0.89 0.493 0.0778
1514 MB-0006 19.98 0 0.495 0.99 0.334 0.883 0.992 0.039 0.01 1 0.493 0.0021
1515 MB-5514 19.98 0.08 0.495 0.313127 0.395 0.45 0.875 0.255 0.385623 0.545 0.493 0.0198
1516 MB-0377 19.98 0.019 0.495 0 0.766 0.727 0.748 0.084 1 1 0.493 0.0289
1517 MB-5477 19.98 0.01 0.495 0 0.542 0.438 0.978 0.425116 1 0.375 0.493 0.0344
1518 MB-0598 19.99 0.004 0.495 0.293 0.536 0.796 0.145 0.083 0.712 1 0.493 0.0026
1519 MB-5150 19.98 0.112836 0.495 0.529 0.428892 0.606947 0.799 0.417 0.305 0.596 0.493 0.0218
1520 MB-2778 19.98 0.007 0.495 0.91 0.651 0.813 0.928 0.032 0.047 0.514 0.493 0.0147
1521 MB-0123 19.99 0.016 0.495 0.897 0.087 0.509 0.876 0.06 0.104188 1 0.493 0.0074
1522 MB-4001 19.99 0.463 0.495 0.67 0.402 0.09 0.686895 0.646066 0.105 0.297 0.493 0.16
1523 MB-0401 19.99 0.359219 0.495 0 0.923 0.538 0.801 0.159 0.836 0.599 0.493 0.1412
1524 MB-0455 19.98 0.04 0.495 0 0.681 0.814 0.911 0.905 0.999 0.999 0.493 0.017
1525 MB-2725 19.98 0.111 0.495 0.668 0.274 0.806 0.710421 0.144 0.221 0.526 0.493 0.0183
1526 MB-5513 19.99 0.305 0.495 0 0.995 0.551 0.084194 0.979 1 1 0.493 0.0032
1527 MB-5196 19.98 0.224 0.495 0.878 0.442 0.235 0.43 0.074 0.12 1 0.493 0.0079
1528 MB-3381 19.98 0.035 0.495 0.804 0.229 0.666 0.64 0.235 0.20089 1 0.493 0.0074
1529 MB-3435 19.98 0.13 0.495 0.849 0.26 0.62 0.887 0.18 0.149 1 0.493 0.0082
1530 MB-5062 19.98 0.387614 0.495 0.548 0.557 0.634 0.755 0.219224 0.365 0.518 0.493 0.0321
1531 MB-0453 19.99 0.112 0.495 0 0.945 0.789538 0.105 0.983 0.632 0.622 0.493 0.0095
1532 MB-0611 19.98 0.002 0.495 0 0.944 0.715 0.506646 1 1 1 0.493 0.0012
1533 MB-7101 19.98 0.004 0.495 0.933 0.146 0.459 0.631082 0.063 0.042 0.516 0.493 0.0021
1534 MB-4782 19.98 0.025 0.495 0.873 0.341 0.527 0.992 0.119 0.09 0.627 0.493 0.0045
1535 MB-7025 19.98 0.004 0.495 0 0.927 0.681 0.843 0.994 0.900792 0.891 0.493 0.0017
1536 MB-4820 19.99 0 0.495 0.548 0.507 0.746518 0.963957 0.465 0.437725 0.914 0.493 0.0267
1537 MB-2718 19.99 0.465 0.495 0 0.783309 0.716 0.982 0.807 0.827 0.637 0.493 0.0155
1538 MB-0188 19.98 0.018 0.495 0.933 0.065 0.945 0.997 0.059 0.069 1 0.493 0.0044
1539 MB-5604 19.99 0.148 0.495 0.706605 0.221 0.807 0.156 0.426 0.241 0.634 0.493 0.0351
1540 MB-4126 19.99 0.84 0.495 0 0.987 0.301 0.352 1 1 1 0.493 0.0017
1541 MB-3351 19.98 0.003 0.495 0.83 0.165 0.861 0.991 0.149 0.169 1 0.493 0.0049
1542 MB-0022 19.98 0 0.495 0.915 0.278 0.609 0.993 0.035796 0.083 1 0.493 0.0126
1543 MB-7158 19.99 0.163 0.495 0 0.849 0.539 0.158832 1 0.71 0.705 0.493 0.0034
1544 MB-5123 19.98 0.009269 0.495 0.539 0.308999 0.648 0.965802 0.416999 0.467999 0.999999 0.492999 0.0176
1545 MB-0235 19.98 0.004 0.495 0.667 0.248432 0.816 0.706 0.204 0.337 1 0.493 0.0078
1546 MB-7267 19.99 0.728 0.495 0 0.974 0.639 0.252391 0.76 0.94 0.791 0.493 0.0776
1547 MB-0176 19.98 0.015 0.495 0.671 0.373 0.525 0.907 0.419 0.273 0.734 0.493 0.0076
1548 MB-5176 19.98 0.19 0.495 0.613 0.327 0.719 0.932 0.381 0.217 0.519 0.493 0.0066
1549 MB-4870 19.98 0.335 0.495 0.544623 0.722 0.523 0.836 0.383954 0.258 0.496 0.493 0.0164
1550 MB-0882 19.98 0.095 0.495 0 0.557 0.537 0.885 0.908 0.523 0.522 0.493 0.0056
1551 MB-6297 19.98 0.005 0.495 0.534 0.47 0.605 0.958 0.156 0.393 0.307 0.493 0.0095
1552 MB-2939 19.98 0.24 0.495 0.698 0.345 0.780586 0.8634 0.308 0.317 1 0.493 0.0215
1553 MB-0046 19.98 0.242603 0.495 0 0.923522 0.772425 0.542 0.78677 1 1 0.493 0.0153
1554 MB-4805 19.98 0.004 0.495 0.896 0.698 0.716 0.975 0.08 0.058 0.519 0.493 0.0099
1555 MB-5317 19.99 0.138 0.495 0.258 0.561 0.768 0 0.394 0.537 0.715783 0.493 0.0281
1556 MB-4941 19.98 1 0.495 0.56 0.884 0.524 0.882 0.502 0.258 0.549 0.493 0.0066
1557 MB-3466 19.99 0.364 0.495 0.291 0.567 0.826 0.193 0.096 0.706 0.693346 0.493 0.0325
1558 MB-2796 19.99 0.266 0.495 0 0.699 0.634 0.976 0.632 1 1 0.493 0.0099
1559 MB-7028 19.98 0.006 0.495 0.812 0.214 0.446 0.417 0.088 0.133 0.525 0.493 0.0067
1560 MB-0116 19.98 0.006 0.495 0.787 0.3 0.61 0.957 0.206 0.194 0.882743 0.493 0.0054
1561 MB-3355 19.98 0.274285 0.495 0 0.957 0.822 0.776 1 0.988 0.987 0.493 0.0122
1562 MB-4930 19.99 0.759 0.495 0 0.83 0.553 0.753 0.808 1 1 0.493 0.0426
1563 MB-5258 19.99 0.782 0.495 0 0.838 0.728 0.937 0.503 0.95 0.939723 0.493 0.0193
1564 MB-5405 19.98 0.309 0.495 0.594 0.648 0.67 0.836686 0.398 0.398 0.979 0.493 0.0114
1565 MB-0451 19.99 0.012 0.495 0.858 0.279 0.515 0.958 0.13 0.137 1 0.493 0.0082
1566 MB-7238 19.98 0.375 0.495 0 0.868 0.674 0.979 1 0.764 0.765 0.493 0.021
1567 MB-0662 19.98 0.019 0.495 0 0.578 0.494558 0.945 0.278674 0.513 0.465 0.493 0.0362
1568 MB-3452 19.98 0.04 0.495 0 0.763 0.66 0.732 1 1 1 0.493 0.0017
1569 MB-0506 19.99 0.572 0.495 0 0.982 0.752 0.468 1 1 1 0.493 0.0047
1570 MB-4649 19.98 0.669 0.495 0 0.94 0.604043 0.821 1 1 1 0.493 9e-04
1571 MB-4944 19.98 0.155323 0.495 0.498 0.433 0.587 0.446 0.613 0.514 1 0.493 0.026
1572 MB-0571 19.98 0.009 0.495 0.915 0.086 0.811205 0.732 0.194 0.084 1 0.493 0.0079
1573 MB-4974 19.99 0.408 0.495 0 0.643 0.706584 0.828 0.674 1 1 0.493 0.0517
1574 MB-7219 19.98 0.156 0.495 0.979 0.198 0.569 0.653565 0.02 0.019 1 0.493 0.001
1575 MB-4859 19.99 0.345 0.495 0.744 0.76 0.431439 0.743524 0.665 0.251 1 0.493 0.0154
1576 MB-4787 19.98 0.229 0.495 0.641 0.609 0.517 0.81 0.485 0.365 1 0.493 0.0159
1577 MB-0035 19.98 0.009 0.495 0.976 0.448611 0.808 0.743 0.022 0.022 1 0.493 0.0127
1578 MB-7111 19.98 0.151 0.495 0 0.926 0.659 0.186 0.568 1 1 0.493 0.0076
1579 MB-0576 19.98 0.086 0.495 0.603 0.456 0.618 0.887 0.436 0.408 1 0.493 0.0165
1580 MB-4666 19.99 0.24 0.495 0 0.913 0.542 0.193 1 1 1 0.493 0.0024
1581 MB-3016 19.98 0.01 0.495 0 0.622736 0.588 0.439 0.911243 0.567007 0.563 0.493 0.0079
1582 MB-5428 19.98 0.180755 0.495 0.513 0.637 0.54 0.705 0.479 0.486 1 0.493 0.0203
1583 MB-7056 19.98 0.185 0.495 0.65 0.711 0.4746 0.717 0.454 0.227571 0.591 0.493 0.0182
1584 MB-2851 19.98 0.216 0.495 0 0.776 0.638 0.381 0.884 0.852 0.834 0.493 0.0075
1585 MB-7163 19.98 0.012 0.495 0.726 0.392 0.616 0.665232 0.252 0.277 1 0.493 0.0056
1586 MB-3467 19.98 0.004 0.495 0 0.747 0.947 0.821 0.813 0.66259 0.624 0.493 0.0141
1587 MB-3576 19.98 0.13 0.495 0 0.507 0.59935 0.444 0.885 0.519 0.518 0.493 0.003
1588 MB-3050 19.98 0.016 0.495 0 0.999 0.757 0.556 1 1 1 0.493 0
1589 MB-7029 19.98 0.053 0.495 0 0.825146 0.695 0.42 0.937 1 1 0.493 0.0015
1590 MB-5163 19.98 0.014 0.495 0.519 0.856 0.559 0.367 0.643 0.483 1 0.493 0.0107
1591 MB-3049 19.98 0.045809 0.495 0.84 0.32 0.541 0.979 0.121 0.156 1 0.493 0.0055
1592 MB-2747 19.98 0.013 0.495 0.739 0.573 0.585 0.532 0.198 0.153 0.479 0.493 0.0075
1593 MB-4698 19.98 0.005 0.495 0.804 0.29 0.475 0.866 0.178 0.19 1 0.493 0.0129
1594 MB-6272 19.99 0.548 0.495 0.635 0.562 0.745 0.798 0.188 0.348 0.849 0.493 0.0665
1595 MB-4802 19.98 0.995 0.495 0.962 0.361 0.509 0.909 0.127 0.033 1 0.493 0.004
1596 MB-2742 19.99 0.074 0.495 0 0.758 0.948 0.8 0.999 1 1 0.493 0.0062
1597 MB-0621 19.98 0.045 0.495 0.573 0.519 0.746 0.836 0.375 0.43 1 0.493 0.007
1598 MB-4374 19.99 0.669 0.495 0.242 0.495 0.27 0.156 0.738588 0.433 0.538 0.493 0.0161
1599 MB-5563 19.98 0.009 0.495 0.564 0.841 0.555 0.688 0.510352 0.431 0.996 0.493 0.012
1600 MB-5350 19.98 0.072 0.495 0.600503 0.700847 0.466188 0.309 0.326 0.167 0.439 0.493 0.0518
1601 MB-5366 19.98 0.567 0.495 0.741 0.576 0.361 0.85 0.247 0.265 1 0.493 0.0107
1602 MB-0659 19.99 0 0.495 0.532 0.224 0.54 0.979 0.316 0.29 0.539 0.493 0.0091
1603 MB-2993 19.99 0.169 0.495 0.971 0.179792 0.807 0.999 0.009 0.022 0.848 0.493 0.0022
1604 MB-4289 19.99 0.421 0.495 0.286 0.651 0.233 0.99 0.807 0.682782 0.921 0.493 0.0516
1605 MB-4873 19.98 0.011388 0.495 0.81 0.387 0.417 0.85 0.672 0.185 1 0.493 0.005
1606 MB-0211 19.99 0.01 0.495 0 0.991 0.849 0.3 0.755 1 1 0.493 0.0262
1607 MB-0429 19.98 0.004 0.495 0.671 0.528 0.589 0.826806 0.646 0.328 0.937 0.493 0.0383
1608 MB-6144 19.99 0.792835 0.495 0 0.956 0.719 0.609 1 0.967 0.964 0.493 0.0163
1609 MB-0869 19.99 0.287 0.495 0 0.97 0.499 0.503 0.291 0.995 0.98 0.493 0.0485
1610 MB-2916 19.98 0.006 0.495 0.774 0.321 0.917 0.92 0.208 0.227 1 0.493 0.0026
1611 MB-6363 19.98 0.157 0.495 0.774835 0.393652 0.732 0.919 0.228 0.162101 0.657 0.493 0.0402
1612 MB-4623 19.98 0.433144 0.495 0 0.652 0.565 0.299 0.988 0.633 0.621485 0.493 0.0191
1613 MB-6079 19.99 0.302 0.495 0.377 0.386 0.487 0.705 0.517 0.636 1 0.493 0.0599
1614 MB-4710 19.98 0.034 0.495 0.648 0.389 0.626 0.937 0.283 0.231 0.511 0.493 0.008
1615 MB-5001 19.98 0.041 0.495 0.244 0.244 0.608 0.943138 0.394591 0.427895 0.528 0.493 0.0193
1616 MB-0439 19.99 0.167 0.495 0.862 0.054 0.537 0.996 0.053 0.061 0.451445 0.493 0.0166
1617 MB-5393 19.99 0.222 0.495 0.425 0.424 0.573 0.346179 0.273 0.356 0.571 0.493 0.0231
1618 MB-4991 19.98 0.226 0.495 0.493093 0.376 0.636 0.58 0.491 0.389722 0.719 0.493 0.0259
1619 MB-2917 19.99 0.158 0.495 0 0.788 0.586 0.928 0.377 0.987 0.951 0.493 0.1483
1620 MB-4952 19.99 0.769 0.495 0 0.934 0.701603 0.612 1 0.777 0.624 0.493 0.0113
1621 MB-6023 19.98 0.003 0.495 0.739 0.295 0.488 0.994 0.037 0.275 1 0.493 0.0042
1622 MB-5373 19.98 0.01 0.495 0 0.629 0.504309 0.964 0.633512 1 1 0.493 0.0171
1623 MB-3453 19.98 0.036 0.495 0 0.939 0.742 0.433 0.999 1 1 0.493 0.0044
1624 MB-6083 19.99 0.154 0.495 0.245994 0.514 0.456 0.294 0.434 0.721 0.554 0.493 0.0366
1625 MB-4140 19.98 0.479679 0.495 0.174 0.767 0.34 0.892 0.82116 0.513 0.603 0.493 0.015
1626 MB-2944 19.98 0.004 0.495 0 0.58 0.869 0.907 0.898 1 1 0.493 0.001
1627 MB-0402 19.98 0.023 0.495 0.684 0.5 0.58 0.91 0.305 0.315 1 0.493 0.0076
1628 MB-4978 19.98 0.059 0.495 0.808 0.215016 0.466 0.69 0.15 0.057 0.281 0.493 0.0222
1629 MB-6147 19.98 0.041825 0.495 0.588 0.645726 0.562 0.839 0.381 0.403 0.943 0.493 0.0233
1630 MB-4278 19.99 0.831 0.495 0.899 0.526 0.332127 0 0.206 0.102 1 0.493 0.0132
1631 MB-6336 19.99 0.738461 0.495 0 0.955 0.648 0.446 1 0.899 0.892 0.493 0.0053
1632 MB-6318 19.99 0.163 0.495 0 0.963 0.74 0.745 0.892 0.776 0.753903 0.493 0.015
1633 MB-4836 19.99 0.93 0.495 0.62 0.744 0.441 0.677 0.347 0.383 1 0.493 0.0213
1634 MB-3105 19.98 0.14 0.495 0.899 0.243 0.717 0.840319 0.089 0.098 1 0.493 0.0037
1635 MB-3417 19.98 0.026 0.495 0.740088 0.154 0.46 0.947 0.028 0.148 0.518 0.493 0.0307
1636 MB-0411 19.98 0.01 0.495 0.805 0.13 0.488 0.971 0.105641 0.179 0.613093 0.493 0.0176
1637 MB-0601 19.98 0.219 0.495 0 0.899 0.809 0.843 0.53 0.602 0.586 0.493 0.0396
1638 MB-0458 19.98 0.033136 0.495 0.727 0.373 0.591 0.897 0.258 0.273 1 0.493 0.0146
1639 MB-3437 19.98 0.028 0.495 0.792 0.23 0.686 0.972 0.064 0.13 0.516 0.493 0.0092
1640 MB-5360 19.98 0.367 0.495 0.547 0.668 0.457 0.94 0.581 0.45 1 0.493 0.0168
1641 MB-2843 19.98 0.002 0.495 0 0.625 0.403 0.983 0.56 0.798311 0.789 0.493 0.0107
1642 MB-2724 19.99 0.102 0.495 0.855 0.117 0.812 0.594 0.019 0.143 0.974 0.493 0.018
1643 MB-4705 19.98 0.387 0.495 0.524 0.542 0.64 0.751 0.456 0.479 1 0.493 0.0168
1644 MB-4898 19.98 0.003 0.495 0.929 0.479 0.604 0.942 0.043 0.069 1 0.493 0.0066
1645 MB-5043 19.98 0.102 0.495 0.523 0.413 0.482842 0.93 0.851 0.265 0.429581 0.493 0.0335
1646 MB-2912 19.99 0.484 0.495 0 0.855 0.634 0.718565 0.586 0.942 0.934 0.493 0.0514
1647 MB-2838 19.98 0.041 0.495 0.903 0.17 0.671 0.995 0.09 0.098 1 0.493 0.0045
1648 MB-5590 19.98 0.046 0.495 0 0.899 0.745 0.508 0.779 1 1 0.493 0.0098
1649 MB-2753 19.99 0.449 0.495 0 0.829 0.823 0.524 0.332 0.748 0.491 0.493 0.0688
1650 MB-3181 19.98 0.028 0.495 0 0.27 0.612895 0.64 0.957 1 1 0.493 0.0049
1651 MB-4691 19.98 0.429788 0.495 0 0.986 0.509 0.657 1 1 1 0.493 9e-04
1652 MB-0371 19.98 0.027 0.495 0.84 0.323 0.634 0.768 0.164 0.117 0.725898 0.493 0.0028
1653 MB-2764 19.98 0.005 0.495 0.741 0.524 0.634 0.878 0.118 0.233 0.854 0.493 0.0146
1654 MB-3121 19.98 0.002 0.495 0.746 0.188 0.243 0.938 0.127 0.246 0.929 0.493 0.0237
1655 MB-4417 19.99 0.412 0.495 0 0.969 0.504 0.62 0.578 1 1 0.493 0.0068
1656 MB-0605 19.99 0.005 0.495 0.881 0.118 0.529 0.939 0.169 0.124 1 0.493 0.0234
1657 MB-0249 19.98 0.025 0.495 0 0.957 0.671 0.73 0.962 1 1 0.493 0.001
1658 MB-0272 19.98 0.004 0.495 0.719 0.201 0.541756 0.964 0.248 0.275 1 0.493 0.012
1659 MB-5558 19.98 0.047 0.495 0 0.986 0.689 0.226 1 1 1 0.493 9e-04
1660 MB-5020 19.98 0.105 0.495 0.749 0.294 0.336 0.934 0.261 0.241 1 0.493 0.017
1661 MB-0167 19.98 0.81622 0.495 0 0.925 0.607245 0.457 1 1 1 0.493 0.0016
1662 MB-4893 19.99 0.231 0.495 0 0.972 0.596 0.766 0.821 0.937 0.935 0.493 0.0131
1663 MB-3035 19.98 0.101 0.495 0.372426 0.532 0.545 0.895 0.585 0.51 0.753 0.493 0.0184
1664 MB-5412 19.98 0.031 0.495 0.702 0.601463 0.55 0.366 0.302 0.294 1 0.493 0.0067
1665 MB-0491 19.98 0.005 0.495 0.831 0.244 0.459 0.969 0.1 0.167 1 0.493 0.0067
1666 MB-5272 19.98 0.529 0.495 0 0.926 0.769 0.72 0.874 1 1 0.493 0.0093
1667 MB-4141 19.99 0.733 0.495 0.23 0.526 0.425 0.384 0.787 0.783 1 0.493 0.0214
1668 MB-6233 19.98 0.089 0.495 0.761 0.76 0.55977 0.398 0.165447 0.133 0.521258 0.493 0.0286
1669 MB-0494 19.98 0.014 0.495 0 0.908 0.867 0.833 0.998 1 1 0.493 0.0029
1670 MB-5450 19.99 0.155 0.495 0 0.974 0.891 0.865 0.391 1 0.909 0.493 0.0633
1671 MB-5230 19.98 0.046 0.495 0.591 0.48 0.655 0.909 0.397 0.279 0.612 0.493 0.0124
1672 MB-5622 19.98 0.087 0.495 0 0.467 0.541 0.972 0.443 1 0.518 0.493 0.0051
1673 MB-5233 19.99 0.138 0.495 0.566 0.384 0.39 0.814 0.39 0.448 1 0.493 0.03
1674 MB-6248 19.99 0.481 0.495 0 0.947172 0.715833 0.691 0.643 0.856 0.72 0.493 0.059
1675 MB-0204 19.98 0.04 0.495 0 0.838 0.497 0.752 0.496 1 0.732 0.493 0.005
1676 MB-4764 19.98 0.066 0.495 0.915 0.24 0.375017 0.68 0.094 0.083 1 0.493 0.0219
1677 MB-0503 19.98 0.009 0.495 0.72 0.183 0.561 0.65 0.241 0.115 0.411 0.493 0.0213
1678 MB-0369 19.99 0.064 0.495 0.611 0.022 0.397 0.437706 0.214 0.177664 0.423 0.493 0.0617
1679 MB-5381 19.99 0.8182 0.495 0 0.998 0.731 0.024 1 0.997 0.994 0.493 8e-04
1680 MB-0485 19.98 0 0.495 0 0.766 0.601 0.959 0.433 1 1 0.493 8e-04
1681 MB-4887 19.98 0.286 0.495 0 0.986 0.592 0.396 1 1 1 0.493 0.0019
1682 MB-0136 19.98 0.015 0.495 0.641 0.331 0.707 0.812 0.283 0.363 1 0.493 0.0145
1683 MB-0194 19.98 0.052 0.495 0 0.531 0.721 0.632 0.234 1 1 0.493 0.0103
1684 MB-5377 19.98 0.023 0.495 0.751 0.235 0.426 0.975 0.215 0.212 0.791 0.493 0.017
1685 MB-3031 19.98 0.514 0.495 0.875364 0.213248 0.743 0.961 0.014 0.122 0.591 0.493 0.0094
1686 MB-4618 19.99 0.079 0.495 0.907 0.657 0.475 0.098 0.107 0.087 0.945 0.493 0.0035
1687 MB-6314 19.99 0.122 0.495 0.72 0.391 0.874 0.971 0.018 0.288 0.809 0.493 0.0054
1688 MB-4607 19.98 0.329 0.495 0.558 0.611 0.3 0.951 0.384239 0.446 1 0.493 0.024
1689 MB-5186 19.98 0.109545 0.495 0 0.755 0.755304 0 0.869226 0.518 0.517 0.493 0.0033
1690 MB-0316 19.99 0.37 0.495 0 0.888 0.523 0.82 0.991 0.891 0.655 0.493 0.0101
1691 MB-5567 19.98 0.002 0.495 0.789 0.261197 0.225 0.927 0.651 0.208 1 0.493 0.0167
1692 MB-0138 19.98 0.254 0.495 0.492 0.556 0.45 0.515 0.333411 0.514 1 0.493 0.0171
1693 MB-6063 19.99 0.636208 0.495 0.238 0.782 0.559 0.389 0.212 0.766 0.89 0.493 0.0215
1694 MB-0529 19.98 0.203 0.495 0 0.622 0.640788 0.76996 0.276 1 0.613 0.493 0.0153
1695 MB-6113 19.98 0.062443 0.495 0 0.638 0.856933 0.584 0.966 0.589 0.559 0.493 0.0143
1696 MB-0290 19.98 0.018 0.495 0.700562 0.394 0.585223 0.804 0.24 0.301 1 0.493 0.0087
1697 MB-6246 19.99 0.279415 0.495 0 0.896 0.496 0.753 0.981 0.351 0.288 0.493 0.0205
1698 MB-4721 19.98 0.024 0.495 0.622 0.664 0.469425 0.762 0.427 0.378 1 0.493 0.0083
1699 MB-5211 19.98 0.144 0.495 0.664 0.291 0.350012 0.908 0.113 0.338 1 0.493 0.0082
1700 MB-4957 19.99 0.915145 0.495 0.101 0.769796 0.36 0.109 0.884 0.706 0.558 0.493 0.0183
1701 MB-7060 19.98 0.001 0.495 0.531 0.543 0.352 0.939 0.474 0.478 1 0.493 0.0256
1702 MB-0350 19.99 0.227 0.495 0 0.949 0.45 0.801 0.225 1 1 0.493 0.0147
1703 MB-4697 19.98 0.001 0.495 0.697 0.409 0.528 0.551 0.531 0.303 1 0.493 0.0111
1704 MB-0394 19.98 0.002 0.495 0.68 0.206 0.719 0.975 0.136 0.226 0.622 0.493 0.0241
1705 MB-5008 19.99 0.224668 0.495 0 0.913 0.687 0.908 0.998 0.876458 0.624 0.493 0.0042
1706 MB-0206 19.99 0.054 0.495 0 0.788 0.711 0.698 0.358 0.669 0.604 0.493 0.1796
1707 MB-7234 19.99 0.044 0.495 0.874 0.187 0.435 0.935 0.195 0.026 0.21 0.493 0.0335
1708 MB-4800 19.98 0 0.495 0.85 0.551 0.795 0.979 0.267 0 0 0.493 0.0064
1709 MB-5081 19.99 0.281 0.495 0 0.917 0.603 0.641 0.997 0.941 0.932 0.493 0.0065
1710 MB-7039 19.98 0.016 0.495 0 0.857 0.592 0.888 0.864 0.647 0.657 0.493 0.0307
1711 MB-7266 19.99 0.025 0.495 0.764725 0.114888 0.275 0.677 0.799 0.225 1 0.493 0.0585
1712 MB-6022 19.98 0.398 0.495 0.745 0.351 0.338 0.528 0.255 0.247 1 0.493 0.0142
1713 MB-6157 19.98 0.089 0.495 0 0.631 0.756 0.912 0.799304 0.622 0.604 0.493 0.011
1714 MB-4724 19.98 0.368 0.495 0 0.929 0.803975 0.71 1 1 1 0.493 0
1715 MB-5167 19.99 0.014 0.495 0.743 0.197229 0.221 0.996 0.256 0.248 1 0.493 0.0125
1716 MB-0500 19.99 0.464156 0.495 0 0.97 0.767 0.792 1 0.955472 0.894 0.493 0.0093
1717 MB-6169 19.98 0.121919 0.495 0 1 0.949 0.708233 0.999 1 1 0.493 0
1718 MB-7053 19.98 0.349 0.495 0 0.264 0.639 0.811 0.437884 0.652 0.634 0.493 0.0077
1719 MB-2904 19.99 0.338 0.495 0 0.904 0.529 0.761 0.104 0.932 0.773 0.493 0.111
1720 MB-4283 19.98 0.595 0.495 0.528611 0.712 0.463 0.994 0.789 0.47 1 0.493 0.007
1721 MB-0484 19.98 0.064 0.495 0 0.91 0.407 0.649 0.388 0.712 0.679 0.493 0.0183
1722 MB-7137 19.98 0.005 0.495 0.849 0.165 0.773 0.972 0.086 0.106 0.61 0.493 0.0052
1723 MB-7080 19.98 0.011 0.495 0.887 0.124 0.817 0.439 0.029 0.111 1 0.493 0.002
1724 MB-4906 19.99 0.477 0.495 0.766 0.471587 0.464 0.55 0.792 0.191 0.636 0.493 0.1075
1725 MB-2616 19.99 0 0.495 0 0.805 0.607 0.883 0.32 0.895 0.889 0.493 0.0062
1726 MB-3303 19.98 0.003 0.495 0.191 0.246 0.592 0.908 0.304 0.781 0.633 0.493 0.0143
1727 MB-5039 19.98 0.585 0.495 0.99 0.112 0.326 0.785 0.243 0.009 0.528 0.493 0.0491
1728 MB-4641 19.98 0.029 0.495 0.627 0.443 0.498 0.411 0.372 0.379 1 0.493 0.0151
1729 MB-5429 19.98 0.042 0.495 0.61 0.413 0.68 0.432 0.32 0.327 0.794 0.493 0.01
1730 MB-2617 19.98 0.018612 0.495 0 0.852 0.573 0.918 0.484 1 1 0.493 0.003
1731 MB-4706 19.98 0.046 0.495 0.487 0.784 0.612651 0.405 0.307 0.347 0.641 0.493 0.013
1732 MB-4949 19.98 0.296 0.495 0 0.982 0.893 0.331 1 1 1 0.493 0.0031
1733 MB-2730 19.98 0.033 0.495 0.207 0.247 0.567 0.856491 0.13 0.77 0.563 0.493 0.0194
1734 MB-5147 19.98 0.00731 0.495 0.676 0.566 0.746 0.931 0.325 0.328 1 0.493 0.0104
